DICE Juja LVCT,DICE Juja LVCT
Nila Chemist W R Ronald Ngala Street,Nila Chemist W&R Ronald Ngala Street
Nila Chemist Wholesale Retail Mfangano Street,Nila Chemist Wholesale & Retail-Mfangano Street
Nila Chemist Tom Mboya,Nila Chemist-Tom Mboya
Nila Pharmaceuticals Mfangano Street,Nila Pharmaceuticals-Mfangano Street
Nila Pharmaceuticals River Road,Nila Pharmaceuticals-River Road
Nile,Nile Medical Care
Nimoli Medical Centre,Nimoli Medical Centre
Nimoli Medical Services,Nimoli Medical Services
Njemuka,Njemuka Medical Clinic
Njete,Njete Medical Clinic
Njimia Pharmaceuticals Langata,Njimia Pharmaceuticals Ltd-Langata
Njimia Pharmaceuticals Buruburu,Njimia Pharmaceuticals-Buruburu
Njimia PharmacyEastleigh,Njimia Pharmacy-Eastleigh
Njiru EDARP,Njiru (EDARP) Clinic
Njiru,Njiru Dispensary
No 4 community Health,No 4 Community Health Clinic
Nopri,Nopri Medical Clinic
Norman Munyiri,Norman Munyiri Medical Clinic
Npi Shap,Npi -Shap
Nsis Ruaraka,Nsis Health Centre (Ruaraka)
Nuffield Nursing,Nuffield Nursing Home
Nuru Lutheran VCT,Nuru Lutheran VCT
Nyajimo,Nyajimo Medical Clinic
Nyanduma,Nyanduma Dispensary
Nyara Tea Estate,Nyara Tea Estate Dispensary
Nyathuna Level 4,Nyathuna Level 4 Hospital
Nyina Wa Mumbi,Nyina Wa Mumbi Dispensary
NYS Eng,NYS Eng Clinic
Nyumbani Diagnostic Laboratory,Nyumbani Diagnostic Laboratory and Medical Clinic
Nzoia Centre,Nzoia Medical Centre
Nzoia Clinic,Nzoia Medical Clinic
Nzoia Sugar,Nzoia Sugar Dispensary
Oaklands Estate,Oaklands Estate Dispensary
Oasis Doctors Plaza Nairobi Green House,Oasis Doctors Plaza Nairobi Green House
Oasis Laboratory,Oasis Laboratory Services
Oasis Clinic,Oasis Medical Clinic
Oasis Mission,Oasis Mission Hospital
Oasis of Hope,Oasis of Hope Medical Centre
Odeon,Odeon Medical Centre
ofafa I,ofafa I Clinic
Ogwedhi Nairobi North,Ogwedhi Dispensary (Nairobi North)
Olive International,Olive Health Care International
Olive Link,Olive Link Health Care
Olive Tree,Olive Tree Hospital
Olympic community,Olympic Community Clinic
Omaera Pharmacy Ngumo Nairobi,Omaera Pharmacy-Ngumo Nairobi
One Stop Youth VCT,One Stop Youth VCT
Open Heart,Open Heart Medical Centre
Orthadox MaternityHealth Centre,Orthadox Maternity & Health Centre
Orthodox Dispensary,Orthodox Dispensary
Orthodox MaternityHealth Centre,Orthodox Maternity and Health Centre
Othaya,Othaya Medical Clinic
Our Lady's Hospice,Our Lady's Hospice
P & T Clinic,P & T Clinic
P E U Ruiru Disp,P E U Ruiru Disp
Padens Medicare,Padens Medicare Centre
Paloma International,Paloma Medical International
Pan Paper,Pan Paper Dispensary
Pangani City Council of Nairobi,Pangani Clinic (City Council of Nairobi)
Pangani,Pangani Medical Centre
Paradise Health Centre,Paradise Health Centre
Paradise Medical Clinic,Paradise Medical Clinic
Parkroad Nursing Nairobi,Parkroad Nursing Home (Nairobi)
Partner's For Med,Partner's For Care Med Centre
Partners In Prevention,Partners In Prevention
Patanisho MaternityNursing,Patanisho Maternity and Nursing Home
PCEA Ngundo,PCEA Clinic (Ngundo)
PCEA Dandora,PCEA Dandora Clinic
PCEA Kayole Parish,PCEA Kayole Parish Health Centre
PCEA Kuwinda,PCEA Kuwinda Health Clinic
PCEA Pipeline,PCEA Pipeline Medical Clinic
PCEA Silanga Church VCT,PCEA Silanga Church VCT
Pearl,Pearl Medical Clinic
Pefa Mercy,Pefa Mercy Medical Centre
Penda Care,Penda Medical Care
Penda Umoja,Penda Medical Centre Umoja
Penda Clinc,Penda medical Clinc
Penta Flowers Juja,Penta Flowers (Juja)
Penta Flowers Thika,Penta Flowers Clinic - Thika
Penta Flowers Ndarugu,Penta Flowers Dispensary (Ndarugu)
Pentamed,Pentamed Health Services
Pevlink,Pevlink Services LTD Clinic
Phadam Nasra,Phadam Hospital Nasra
Phadam Umoja,Phadam Hospital Umoja
Pharmart Centurion_2 Rivers,Pharmart Centurion_2 Rivers
Pharmart chemist ABC Place,Pharmart chemist ABC Place
Pharmart Chemist Galleria,Pharmart Chemist Galleria
Pharmart Portal Town,Pharmart Portal Town
Pharmart Portal Two Rivers,Pharmart Portal Two Rivers
Piemu,Piemu Medical Clinic
Pilot,Pilot Medical Clinic
Pine,Pine Medical Clinic
Pioneer,Pioneer medical clinic
Pipeline,Pipeline Medical Health Services
Pipeline Nursing,Pipeline Nursing Home
Plainsview Nursing,Plainsview Nursing Home
Plan Med,Plan Med Health Services
Police Central Workshop,Police Central Workshop
Pollen Limited,Pollen Limited Dispensary
Pona Mat,Pona Mat Dispensary
Port Langata,Port Health Dispensary (Langata)
Post Bank,Post Bank Clinic
Precious,Precious care medical centre
Precious Life,Precious Life Clinic
Premier BagCordage,Premier Bag and Cordage Dispensary
Premium service,Premium health service
Prescort,Prescort Dispensary
Prestige,Prestige Medical Centre
Prestige Medi Njiru,Prestige Medicare Clinic Njiru
Primary,Primary Health Services
Prime Healthservices,Prime Healthservices Dispensary
Prime Medical,Prime Medical Clinic
Primed Komarock,Primed Medical Services Komarock
Prince Alvin,Prince Alvin Medical Centre
Proact . H.,Proact . H. services
Professor Wasuna,Professor Wasuna Clinic
Provide Inter Math,Provide Inter Math Dispensary
Provide Inter' Mutindwa Umoja,Provide Inter' Mutindwa Umoja Clinic
Provide Internatinal Dandora,Provide Internatinal Clinic (Dandora)
Provide International Kayole,Provide International Clinic (Kayole)
Provide International Korogocho,Provide International Korogocho
Provide Mutindwa,Provide Mutindwa
Providence,Providence  Medical Centre
Providence International,Providence Care International
Providence Whole International VCT,Providence Whole Care International VCT
Providers,Providers Medical Centre
Prudent,Prudent Clinic
Pstc,Pstc Health Centre
Pumwani Majengo,Pumwani Majengo Dispensary
Pumwani Maternity,Pumwani Maternity Hospital
Pwani,Pwani Dispensary
Quality of Life,Quality of Life Medical Clinic
Queen of Peace,Queen of Peace Clinic
R Service,R-Care Health Service
Radiant Group of Kiambu,Radiant Group of Hospital (Kiambu )
RADIANT GROUP OF S,RADIANT GROUP OF HOSPITALS
Radiant Kasarani Annex,Radiant Hospital Kasarani Annex
Radiant Kiambu,Radiant Medical Clinic (Kiambu )
Radiant Pangani,Radiant Pangani Hospital
Rafiki,Rafiki Clinic
Ragia Forest,Ragia Forest Dispensary
Raila community,Raila Community Clinic
Railway Training Institute South B,Railway Training Institute  Dispensary South B
Rama,Rama Medical Clinic
Ramos,Ramos Medical Clinic
Rangechem Downtown,Rangechem Downtown
Rangechem PharmaceuticalsMfangano Street,Rangechem Pharmaceuticals-Mfangano Street
Rangechem Tmall,Rangechem Tmall
Ranje,Ranje  Dispensary
Ray of Hope,Ray of Hope Health Centre
Rays Clinette,Rays Clinette
Rays International,Rays International Clinic
Redemeed,Redemeed Health Centre
Redland Roses,Redland Roses Ltd Dispensary
RefugepointMapendo,Refugepoint(Mapendo)
Rehema,Rehema medical clinic
Reinha Rosary,Reinha Rosary Clinic
Reliable,Reliable Medical Health Services
Renguti PCEA Women's Guild,Renguti (PCEA) Women's Guild Clinic
Rescue Thika,Rescue Centre (Thika)
Reuben Mukuru,Reuben Mukuru Health Centre
Review,Review Medical Clinic
Revival Based,Revival Home Based Care Clinic
Rgc Jipe Moyo,Rgc Jipe Moyo Dispensary
Rhodes Chest,Rhodes Chest Clinic
Riabai,Riabai Dispensary
Ribeiro,Ribeiro Clinic
Rironi,Rironi Health Centre
Riruta,Riruta Health Centre
RithikaCounselling,Rithika Medical And Counselling Centre
Riversite,Riversite Medical Centre
Romieva Tassia,Romieva Medical Centre Tassia
Romkan,Romkan Medical Centre
Ronil Githurai,Ronil Medical Clinic (Githurai)
Round About,Round About Medical Dispensary
Royal Gardens,Royal Gardens
Royal Thika,Royal Medical Clinic (Thika)
Royalmed,Royalmed Medical  Clinic
Ruai EDARP,Ruai (EDARP) Clinic
Ruai SDA,Ruai (SDA) Clinic
Ruai community,Ruai Community Clinic
Ruai Family,Ruai Family Hospital
Ruai,Ruai Health Centre
Ruanda,Ruanda Dispensary
Ruaraka,Ruaraka Clinic
Ruby,Ruby Medical Centre
Ruera Estate,Ruera Estate Dispensary
Ruiru Diagnostic,Ruiru Diagnostic Centre
Ruiru East,Ruiru East Medical Clinic
Ruiru Family,Ruiru Family Clinic
Ruiru Health,Ruiru Health Clinic
Ruiru Hospital,Ruiru Hospital Limited
Ruiru Prisons,Ruiru Prisons Dispensary
Ruiru Sub-County Hospital,Ruiru Sub-County  Hospital
Rural Aid VCT,Rural Aid VCT
Rwamburi,Rwamburi Dispensary
Sacha,Sacha Health Centre
Sacred Heart,Sacred Heart Dispensary
Saika community,Saika Community Medical Centre
Saika Nursing,Saika Nursing Home
Salama,Salama Medical Clinic
Salama Nursing,Salama Nursing Home
Samaritan Community Health Clinic,Samaritan Community Health Clinic
Samaritan Community Health Medical Clinic,Samaritan Community Health Medical Clinic
Samaritan Dandora,Samaritan Medical Services (Dandora)
Samawati,Samawati medical Centre
Sambocho,Sambocho Health Centre
Samkim,Samkim Medical Clinic
Samlink Med,Samlink Med Clinic
Sanate,Sanate Medical Clinic
Sango Kabuyefwe,Sango Kabuyefwe Dispensary
Sango Natiri,Sango Natiri Dispensary
Saola MaternityNursing,Saola Maternity and Nursing Home
Sapta,Sapta
SAPTA KAYOLE,SAPTA KAYOLE
Sasa Kikuyu,Sasa Centre (Kikuyu)
Sasa Ruiru,Sasa Centre -Ruiru
Sasa Makadara,Sasa Centre Makadara
Savannah,Savannah Health Services
Sawa Consultants,Sawa Medical Consultants
Sawa sawa,Sawa sawa Health Services
Scion,Scion Healthcare Ltd
SDA Likoni Road,SDA Health Services Likoni Road Clinic
Selina's,Selina's Health Care
Selma,Selma medical clinic
Senye,Senye Medical Clinic
Seth,Seth Medical Clinic
Sex Workers Operation Project Swop,Sex Workers Operation Project (Swop)
Sex Workers Outreach Program Lang'ata,Sex Workers Outreach Program (Lang'ata)
Shacolas,Shacolas medical centre
Shalome,Shalome Medical Clinic
Shammah,Shammah Health Services
Shammah,Shammah Medical Clinic
Shangilia Y2Y,Shangilia Y2Y
Shauri Moyo,Shauri Moyo Clinic
Shaurimoyo EDARP,Shaurimoyo EDARP
Shawif,Shawif Medical Services
Shekina,Shekina Medical Clinic
Shepherds Maringo,Shepherds Medical Clinic Maringo
Shikamoo,Shikamoo Medical Clinic
Shining Hope for Commies Mathare,Shining Hope for Communities Mathare Medical Clinic
Shree Cutchhi Leva Samaj,Shree Cutchhi Leva Samaj Medical Clinic
Shwak,Shwak Medical Clinic
Siboti Model,Siboti Model Health Centre
Sigona,Sigona Medical
Sikulu,Sikulu Dispensary
Sikusi,Sikusi Dispensary
Silanga community,Silanga Community Clinic
Silanga,Silanga Dispensary
Siloam,Siloam Medical Centre
Sinai Maternity,Sinai Maternity and Medical Clinic
Single Mothers Association ofSmak,Single Mothers Association of Kenya (Smak)
Single Touch VCT,Single Touch VCT
Sinohydro VCT,Sinohydro VCT
Sinoko Bungoma East,Sinoko Dispensary (Bungoma East)
Sir JohnMbatia community,Sir John and Mbatia Community Medical Clinic
Sirakaru,Sirakaru Dispensary
Sirisia,Sirisia Hospital
Sitikho,Sitikho Dispensary
Sky Hill Nursing,Sky Hill Nursing Home
Skymed,Skymed Medical Clinic
Smilestar,Smilestar Medical Services
Soko,Soko Medical Clinic
Sokoni Arcade VCT,Sokoni Arcade VCT
Sos,Sos Dispensary
Soteni,Soteni Dispensary
South B,South B Clinic
South B,South B Hospital LTD
South B Police Band,South B Police Band Dispensary
South C Dialysis,South C Dialysis Centre Ltd
South C Limited,South C Hospital Limited
Southern,Southern Health Care
Southland Cactus Pharmacy,Southland Cactus Pharmacy
Soweto Kayole Phc,Soweto Kayole Phc Health Centre
Soweto West,Soweto West Clinic
Soysambu ACK,Soysambu (ACK) Dispensary
Spa Nursing,Spa Nursing Home
Space,Space Care Health Services
SpeakAct,Speak and Act
Special Provision,Special Provision Clinic
Special Treatment,Special Treatment Clinic
Spica's,Spica's Medical centre
Springs of Life Lutheran,Springs of Life Lutheran Dispensary
Springs of Patmos,Springs of Patmos
St Alice EDARP Dandora,St Alice (EDARP) Dandora Clinic
St Aloysius Gonzaga School,St Aloysius Gonzaga School Dispensary
St Andrews Cc Rironi,St Andrews Cc Rironi
St Andrews Cc Rironi Dispensary,St Andrews Cc Rironi Dispensary
St Angela,St Angela Dispensary
St Ann gathanga,St Ann hospital gathanga
St Ann Lioki Dispensary,St Ann Lioki Dispensary
St Ann Medical,St Ann Medical Clinic
St Anne's Medical,St Anne's Medical Clinic
St Annes Health,St Annes Health Clinic
St Annes Medical Health Centre,St Annes Medical Health Centre
St Anns,St Anns
St Anthony,St Anthony Medical Clinic
St Augustine,St Augustine Dispensary
St Bakhita,St Bakhita Mission
St Barkita Utawala,St Barkita Dispensary Utawala
St Begson,St Begson Clinic
St Bridget's MotherChild,St Bridget's Mother & Child
St Catherine's,St Catherine's Health Centre
St Charles Lwanga,St Charles Lwanga Dispensary
St Clare,St Clare Medical Clinic
St Damiano Nursing,St Damiano Nursing Home
St Faustine's,St Faustine's Health Services
St Florence,St Florence Medical Care Health Centre
St Francis Community,St Francis Community  Hospital
St Francis Health Centre Nairobi North,St Francis Health Centre (Nairobi North)
St Francis Health Clinic,St Francis Health Clinic
St Francis of Assisi Dispensary,St Francis of Assisi Dispensary
St Gabriel,St Gabriel Health Centre
St James,St James Medical Clinic
St John community,St John Community Centre
St John,St John Hospital
St John Orthodox Kahuho,St John Orthodox Dispensary Kahuho
St John's community,St John's Community Health Clinic
St Johns Ambulance,St Johns Ambulance
St Josef,St Josef Medical Clinic
St Joseph ACK Kanyariri,St Joseph (ACK) Kanyariri Dispensary
St Joseph Catholic,St Joseph Catholic Dispensary
St Joseph Mukasa,St Joseph Mukasa Dispensary
St Joseph Nursing,St Joseph Nursing Home
St Joseph W Westlands,St Joseph W Dispensary (Westlands)
St Joseph's Dagoretti,St Joseph's Dispensary (Dagoretti)
St JosephEDARP,St Joseph(EDARP) Clinic
St Jude Medical Clinic,St Jude Medical Clinic
St Jude's Medical Centre,St Jude's Medical Centre
St Judes Nursing Home,St Judes Nursing Home
St Knights,St Knights Medical Clinic
St Louis community,St Louis Community Hospital
St Lucy,St Lucy Medical Clinic
St Luke Medical Care,St Luke Medical Care Clinic
St Luke's The Physician Medical Centre,St Luke's The Physician Medical Centre
St Lukes Kona Health Centre,St Lukes (Kona) Health Centre
St Lukes Medical,St Lukes Medical Clinic
St lukes medical diatetics,St lukes medical diatetics clinic
St Mac's,St Mac's Hospital
St Margaret Family,St Margaret Family Care Clinic
St Mark Nairobi East,St Mark Medical Clinic (Nairobi East)
St Marks,St Marks Hospital
St Mary Medical Clinic Gtd,St Mary Medical Clinic Gtd
St Mary's Health Services,St Mary's Health Services
St Mary's Medical Clinic,St Mary's Medical Clinic
St Mary's Mission Hospital,St Mary's Mission Hospital
St Mary's Mission International,St Mary's Mission International
St Mary's Mother Child Medical Services,St Mary's Mother & Child Medical Services
St Mary's mwihoko Afya Centre,St Mary's mwihoko  Afya Centre
St Maurice,St Maurice Medical Services
St Michael,St Michael
St Michael community Nursing,St Michael Community Nursing Home
St Michael Goodwill,St Michael Goodwill Medical Clinic
St Monica Donholm,St Monica Donholm Clinic
St Mulumba,St Mulumba Mission Hospital
St Odilia's,St Odilia's Dispensary
St Olivia,St Olivia Health Care
St Patrick,St Patrick Health Care Centre
St Paul University,St Paul University Dispensary
St Paul's,St Paul's Health Centre
St Pery's,St Pery's Medical Clinic
St Peter,St Peter Dispensary
St Peter Orthodox Church,St Peter Orthodox Church Dispenasary
St Peter's ACK Medical Clinic,St Peter's (ACK) Medical Clinic
St Peters Medical Clinic,St Peters Medical Clinic
St Philips Health Centre,St Philips Health Centre
St Phillip Medical Centre,St Phillip Medical Centre
St Raphael's,St Raphael's Clinic
St Stephen ACK Cura,St Stephen (ACK) Cura Dispensary
St Teresa Nursing Home,St Teresa Nursing Home
St Teresa's Health Centre,St Teresa's Health Centre
St Teresa's Parish Dispensary,St Teresa's Parish Dispensary
St Teresia Medical Clinic,St Teresia Medical Clinic
St Thadeus,St Thadeus Medical Clinic
St Theresa's,St Theresa's Health Services
St Triza,St Triza Medical Clinic
St Trizah,St Trizah Medical Clinic
St Veronica EDARP,St Veronica EDARP
St Vincent Catholic,St Vincent Catholic Clinic
St Vincent Nairobi East,St Vincent Clinic (Nairobi East)
St Andrews Karinde,St. Andrews Karinde
St Angela merici,St. Angela merici
St Francis,St. Francis Health Services
St Merryl,St. Merryl
St PetersAnn,St. Peters & Ann Medical Centre
St Anjelmo,St.Anjelmo  Medical Clinic
St Anne Ndumberi,St.Anne Medical Clinic (Ndumberi)
St Boniface,St.Boniface Dispensary
St Claire Tin'gan'ga,St.Claire Medical Clinic (Tin'gan'ga )
St Mark,St.Mark Medical Clinic
St Marys MotherChild,St.Marys Mother & Child Hospital
St Paul,St.Paul Clinic
St Teresa Kiambu,St.Teresa Hospital Kiambu
Starehe Boys,Starehe Boys Centre Medical Clinic
Startshine,Startshine  Medical Centre
State House,State House Clinic
State House Nairobi,State House Dispensary (Nairobi)
Stemch VCT,Stemch VCT
Strathmore University,Strathmore University Medical Centre
Suba,Suba Medical Centre
Sulwe,Sulwe Dispensary
Sunbeam,Sunbeam Medical Centre
Sunrise City,Sunrise City medical Centre
Sunset,Sunset Medical Clinic
Sunton Cfc,Sunton Cfc Medical Clinic
Sunview MaternityNursing,Sunview Maternity&Nursing Home
Supkem Liverpool,Supkem (Liverpool)
Supreme community,Supreme community  medical clinic
Susamed,Susamed Medical Clinic
Suva,Suva health services
SWOP Donholm,SWOP Clinic Donholm
Swop Kawangware,Swop Kawangware
Swop Korogocho,Swop Korogocho
SWOP Outreach Project,SWOP Outreach Project Clinic
Swop Thika Road VCT,Swop Thika Road VCT
Syria,Syria Medical Clinic
Tabani,Tabani Dispensary
Tabitha,Tabitha Medical Clinic
Taiba,Taiba Medical Centre
Talitia,Talitia Dispensary
Tamlega,Tamlega Dispensary
Tanganyika,Tanganyika Medical Clinic
Teachers Service Com,Teachers Service Commission
Technical University,Technical University Clinic
Tena PCEA,Tena (PCEA) Clinic
Tevica,Tevica Medical Clinic
TF_Mychemist HQ KMA House,TF_Mychemist HQ KMA House
TF_MyChemist Oilibiya Waiyaki Way,TF_MyChemist Oilibiya Waiyaki Way
TF_MyChemist Oilibya Galleria,TF_MyChemist Oilibya Galleria
TF_MyChemist Oilibya Langata,TF_MyChemist Oilibya Langata
TF_MyChemist Oilibya Parklands,TF_MyChemist Oilibya Parklands
CoOperative University College of Kenya,The Co-Operative University College of Kenya Dispensary
The Haven,The Haven Medical Clinic
The Karen,The Karen Hospital
Mater Embakasi,The Mater Embakasi Clinic
Mater Dev Hse,The Mater Hosp (Dev Hse)
Mater Hospital,The Mater Hospital
Mater Buruburu,The Mater Hospital Buruburu
Mater Mukuru,The Mater Hospital Mukuru
Mater Thika Satellite,The Mater Hospital Thika Satellite
The oak,The oak healthcare
The Zambezi,The Zambezi Hospital Ltd
Thigio Kiambu West,Thigio Dispensary (Kiambu West)
Thika Arcade Health Services,Thika Arcade Health Services
Thika High School,Thika High School
Thika High School dispensary,Thika High School dispensary
Thika High School For The Blind,Thika High School For The Blind
Thika Level 5,Thika Level 5 Hospital
Thika Medical Clinic ENT,Thika Medical Clinic ENT
Thika Nursing Home,Thika Nursing Home
Thika Primary School For The Blind Clinic,Thika Primary School For The Blind Clinic
Thika Road Health Services Ltd (Kasarani),Thika Road Health Services Ltd (Kasarani)
Thika Sasa Centre,Thika Sasa Centre
Thogoto,Thogoto Medical Clinic
Tigoni,Tigoni District Hospital
Times,Times Clinic
Ting'ang'a,Ting'ang'a Dispensary
Tinganga PCEA,Tinganga (PCEA) Dispensary
Tinganga Catholic,Tinganga Catholic Dispensary
Tongaren Model,Tongaren Model Health Centre
Tongaren,Tongaren Model Health Centre
Tongaren Health Centre,Tongaren Model Health Centre
Torah,Torah Medical Clinic
Transcom,Transcom Medical Services
Transcon Wendo,Transcon Wendo Medical Services
Trinity Medical Care Health Centre,Trinity Medical Care Health Centre
Trinity Medical Clinic,Trinity Medical Clinic
TRINITY MEDICAL CLINIC,TRINITY MEDICAL CLINIC
Tsc VCT,Tsc VCT
Tuikut,Tuikut Dispensary
Tulienge,Tulienge Dispensary
Tumaini Africa,Tumaini Africa
Tumaini Brigadier Medical Clinic,Tumaini Brigadier Medical Clinic
Tumaini Clinic Kiambu West,Tumaini Clinic (Kiambu West)
Tumaini Medical Muguga,Tumaini Medical (Muguga)
Tumaini Medical Centre,Tumaini Medical Centre
Tumaini Medical Centre Githunguri,Tumaini Medical Centre Githunguri
Tumaini Medical Clinic Thika West,Tumaini Medical Clinic (Thika West)
Tumutumu community,Tumutumu Community Medical Centre
USIU AFRICA,U.S.I.U AFRICA
Uhuru Camp O P Admin Police,Uhuru Camp Dispensary (O P Admin Police)
Uhuru Presitige,Uhuru Presitige Health Care
Umoja Health,Umoja Health Centre
Umoja Hospital,Umoja Hospital
Umoja III Medical,Umoja III Medical Centre
Umoja VCT Stand Alone,Umoja VCT Centre Stand Alone
Unity Nursing Home,Unity Nursing Home
University of Nairobi,University of Nairobi Dispensary
Uon Pmt,Uon Pmt
Uon/Uom Pumwani Ccc,Uon/Uom Pumwani Ccc
Upendo Dispensary,Upendo Dispensary
Upendo Medical Clinic,Upendo Medical Clinic
Uplands Forest,Uplands Forest Dispensary
Ushirika,Ushirika Medical Clinic
Utawala Estate,Utawala Estate Health Centre
Uthiru,Uthiru Health Centre
Uthiru Muthua,Uthiru Muthua Dispensary
Uwezo HC,Uwezo Healthcare HC
Uzima,Uzima Dispensary
Uzima Foundation,Uzima Foundation
Uzima Uhai,Uzima Uhai Health centre
Uzima White,Uzima White Medical Clinic
Vegpro In House,Vegpro In House Clinic
Victoria Medical,Victoria Medical Clinic
Victorious Living Ministries Vlm,Victorious Living Ministries (Vlm) Dispensary
Victory,Victory Hospital
Victory Revival,Victory Revival Medical Clinic
Vijana Against AidsDrug Abuse Juja,Vijana Against Aids and Drug Abuse (Juja)
Vineyard,Vineyard Hospital
Vipawa,Vipawa Medical Services
Vision Peoples Inter,Vision Peoples Inter Health Centre
Viva Afya Matopeni,Viva Afya Medical Clinic (Matopeni)
Vostrum,Vostrum Clinic
Waithaka,Waithaka Health Centre
Wakibe,Wakibe Clinic
Walgreens Adlife Plaza,Walgreens Adlife Plaza
Walgreens Pharmacy Adlife Plaza,Walgreens Pharmacy Adlife Plaza
Wamunga,Wamunga Health Clinic
Wananchi Dev Program Nyambari,Wananchi Dev Program Clinic (Nyambari)
Wananchi Clinic,Wananchi MedicalClinic
Wanduta,Wanduta Medical Clinic
Wangige,Wangige Sub-County Hospital
Wangu,Wangu Medical Clinic
WanjorogeMaternity,Wanjoroge Medical and Maternity Home
Wankam,Wankam  Medical Clinic
wapate initiative,wapate initiative
Warazo Ruiru,Warazo Medical Clinic (Ruiru)
Wasio,Wasio Dispensary
Webuye Health Centre,Webuye Health Centre
Webuye Hospital,Webuye Hospital
Webuye Nursing,Webuye Nursing Home
Webuye Surgical,Webuye Surgical
Weider VCT,Weider VCT
Well Living,Well Living Medical Centre
Wellness,Wellness Care Clinic
Wellnessprogram Kws Hq,Wellnessprogram Kws Hq
Wema Laboratory,Wema Centre Medical Laboratory
Wema Cfw,Wema Cfw Clinic
Wema,Wema Medical Clinic
Wema Nursing,Wema Nursing Home
Wendani,Wendani Medical Services
Wenemed,Wenemed Medical Clinic
Wentworth,Wentworth Hospital
Westlands Health,Westlands Health Centre
Westlands Medical,Westlands Medical Centre
Westons Pharmacy City Hall,Westons Pharmacy (City Hall)
Westons Pharmacy Muindi Mbingu,Westons Pharmacy (Muindi Mbingu)
Weyeta,Weyeta clinic
Wilwinns Nursing,Wilwinns Nursing Home
Women's Guild PCEA Uplands,Women's Guild (PCEA) Uplands Dispensary
Woodley,Woodley Clinic
Woodstreet Nursing,Woodstreet Nursing Home
Y2K,Y2K Clinic
Yanchem Pharmacy Mbagathi Way,Yanchem Pharmacy - Mbagathi Way
zackii,zackii medical clinic
Zimmerbreeze,Zimmerbreeze Medical Clinic
Zimmerman,Zimmerman Medical Dispensary
Zinduka,Zinduka Clinic
Zippostan,Zippostan Medical Clinic
